VideoID,RegionCode,TrendingDate,Views,Likes,CommentCount,Dislikes
t4ZsyO1n-kA,US,17.28.11,918520,21270,1450,265
uPyLIBSVrMw,US,17.28.11,1591276,128905,23268,506
U22EEAK_VLc,US,17.28.11,133517,4763,356,161
f0H4h0sfZIU,US,17.28.11,27779,49,34,7
aobdrJr6UaE,US,17.28.11,112061,3852,474,445
hXzcIoq2ing,US,17.28.11,587887,22766,2507,784
hGoQ44SfV-c,US,17.28.11,499890,6300,1647,659
kTlv5_Bs8aw,US,17.28.11,27661280,2542861,519092,41121
gwrfwx1QcDQ,US,17.28.11,1884421,275221,43655,1711
VoAzRs3sE70,US,17.28.11,254251,5237,423,328
VQdKe6_3PAU,US,17.28.11,139496,4833,631,229
dpLrlEBFq-0,US,17.28.11,5160496,212394,13480,7879
wgiW1uFZYr8,US,17.28.11,124380,6042,713,119
2UPIKvHp_m8,US,17.28.11,3634,19,2,2
LgmxMuW6Fsc,US,17.28.11,6437564,78029,5298,4275
AcoALQl7jfA,US,17.28.11,392204,3991,623,469
kn4kBibdlWA,US,17.28.11,784451,6845,758,772
jLZuaFZWa7A,US,17.28.11,725140,19060,3055,950
5WUDfviiKRE,US,17.28.11,21342,107,201,312
4sXyLTk0IAQ,US,17.28.11,376062,4305,666,125
IumYMCllMsM,US,17.28.11,2520676,92185,3337,1494
nkXGohB02V0,US,17.28.11,1113089,33670,1422,794
uUvgMnzplt4,US,17.28.11,2263186,144938,11631,1736
wV7RsaTY228,US,17.28.11,622135,12974,3131,11244
2nshBD9EbxE,US,17.28.11,826996,21338,1116,408
zbV1zyg_4qU,US,17.28.11,5965,186,52,8
cHB_s970Uyw,US,17.28.11,5770671,145148,17764,5836
JcC5VGOx8I8,US,17.28.11,950926,59618,1517,231
V3EYjVPRClU,US,17.28.11,4200999,142811,13357,6449
Wen6VQS6NG4,US,17.28.11,945598,19821,2115,1920
1lGHZ5NMHRY,US,17.28.11,1288759,29502,0,3790
_r9GPgvN8As,US,17.28.11,769805,7621,979,481
AFZZNlog8sA,US,17.28.11,21210,307,44,26
ir8UofAKNCM,US,17.28.11,187052,9557,983,86
UiWGp8dFr5k,US,17.28.11,307815,3114,353,275
npcqBt_e4k0,US,17.28.11,427696,5174,520,130
PtNRJvsLHV0,US,17.28.11,16661,304,32,46
LqSkYMmyUWU,US,17.28.11,464494,9347,1094,168
gm5P74vcB84,US,17.28.11,39115,1423,144,21
_EvMYEfF_hQ,US,17.28.11,13025011,436454,31464,9298
zYX1bgxEAhw,US,17.28.11,998765,27510,0,1156
ilaSwO2fx40,US,17.28.11,306414,1677,1368,124
VfAOl67WcLY,US,17.28.11,1231253,39100,2000,1513
I8TVdFbFMg4,US,17.28.11,919307,16908,1575,1132
I6N-XuYllgA,US,17.28.11,2199045,95007,4723,1214
OHOkdEBpwDc,US,17.28.11,1949436,92653,16380,2753
NWQqJDGo4Z4,US,17.28.11,164659,3121,1241,896
07bTt0BTi-U,US,17.28.11,698414,22322,3183,721
EBt_88nxG4c,US,17.28.11,17620424,466482,32677,19633
J6iyX87SBP0,US,17.28.11,344693,3736,706,958
KFaMZUarksA,US,17.28.11,3458573,143718,9801,2155
1dQEfL2BfUM,US,17.28.11,271876,17159,764,317
fIElFIuzGLI,US,17.28.11,275390,6573,1453,1009
RP3UsFrDJfY,US,17.28.11,1410553,72716,4758,1152
s7wLPGmnahE,US,17.28.11,292075,1725,168,244
9efQnL-nlUg,US,17.28.11,544047,15516,1546,584
6VoJHrdoIJw,US,17.28.11,530291,9667,1195,445
Up09AUDzLVI,US,17.28.11,286704,10933,2386,231
0dSR-9mtuzk,US,17.28.11,557538,14416,631,231
CzmIrPvIzxk,US,17.28.11,2819213,54017,6646,1734
2Nlo2ekTRvI,US,17.28.11,2303131,42395,6802,2237
Lg5x-YWxpco,US,17.28.11,1126881,11544,5475,1324
qgGooEyeNNc,US,17.28.11,615364,51997,2566,234
G4BxOhJOmUw,US,17.28.11,1432092,37687,3593,919
vFK7oWLWapc,US,17.28.11,330716,10750,2901,2101
-SIp6xSP7ds,US,17.28.11,534125,2507,1772,1201
taxAD2LePy8,US,17.28.11,426730,37374,3963,474
puREqwXzyCI,US,17.28.11,218279,12755,1834,1003
Da2crn5NXc4,US,17.28.11,990059,67638,905,2773
TSW9cla5bmw,US,17.28.11,134858,1886,204,84
lJM8qqEy35c,US,17.28.11,224903,945,902,91
OPaybxgucww,US,17.28.11,1152064,41379,1323,920
5TLANg1GC7U,US,17.28.11,3195732,78696,7837,1526
GyvRamX1VyA,US,17.28.11,448612,16886,1358,317
vkHGedqmIPc,US,17.28.11,258814,14865,1095,281
FaxqVBYVOVU,US,17.28.11,240663,8645,692,101
CxC161GvMPc,US,17.28.11,468081,19382,1309,390
0Rt329xQUjM,US,17.28.11,341347,11311,1149,212
0PW9MWDWLH8,US,17.28.11,146511,10937,889,64
Wiq7z_HS5DY,US,17.28.11,13747,877,77,39
3oXhLdeuxDw,US,17.28.11,1097752,11569,1931,358
lfkYyrhWphE,US,17.28.11,2095381,152931,8956,916
G_Pu00NmJfg,US,17.28.11,424065,10467,1069,217
kKFNThEiilU,US,17.28.11,160996,1458,599,393
UQHSK-kgONk,US,17.28.11,259389,5141,310,77
4L-BPQVZYXM,US,17.28.11,1543548,54190,5941,1296
eZQdQ5pV6EE,US,17.28.11,497621,28271,4353,436
HszBf-CJeVE,US,17.28.11,1458879,63186,3158,727
lR-oJvKJyUY,US,17.28.11,1112552,23828,2598,1239
XcUiOyKclOI,US,17.28.11,116401,4438,297,45
-xt_j2aIAkg,US,17.28.11,2509299,8977,899,1718
X5DWRXTOUD0,US,17.28.11,739463,46679,3758,1659
BQC09Mdn24w,US,17.28.11,524399,32280,3751,1556
bAfn2duIlN8,US,17.28.11,186407,8034,1211,301
i2ZHwnKVXK0,US,17.28.11,172205,5474,366,91
uU3kLBo_ruo,US,17.28.11,584434,25480,5001,1560
TfHJJeiS-aI,US,17.28.11,195883,1993,147,54
CWrjDoEBQsw,US,17.28.11,612653,23052,2125,301
Yhea380bYp0,US,17.28.11,221395,18407,1298,185
7Bgj9c48zHU,US,17.28.11,113204,12869,4197,103
_akwfRuL4os,US,17.28.11,307975,9093,2172,225
VdugkldCx10,US,17.28.11,257192,9031,492,260
tj3EKWwIulQ,US,17.28.11,3921,0,0,0
aZdkR_WhA5Q,US,17.28.11,1590640,49590,1842,2019
MU29Wqg_BVo,US,17.28.11,74812,5352,328,28
Dkut3XLIVrI,US,17.28.11,78674,4826,344,118
fbL1ZoAQgUU,US,17.28.11,1248469,9536,2319,397
Ft-cmkjgOlk,US,17.28.11,23393,226,75,29
FTv-CE43PpM,US,17.28.11,93534,1986,857,225
jH2t4Tcl3Pg,US,17.28.11,840651,28945,1587,597
SJUhFjNfaZY,US,17.28.11,72728,502,74,43
leFNoUJmJ9o,US,17.28.11,26940,1933,319,11
vSRAOvhFF1I,US,17.28.11,96440,8775,413,113
UhZ56rcWwRQ,US,17.28.11,2358051,24368,5622,5513
w2Es7-c9GAk,US,17.28.11,2049961,9814,2153,2630
fEjag-a7TyU,US,17.28.11,1251416,10836,757,568
feDs1pIhTFQ,US,17.28.11,90206,6419,443,34
pmdVVDkvJXU,US,17.28.11,94892,1503,288,16
FaJmopuuhZE,US,17.28.11,186119,4727,567,178
dLRZTBtdMUg,US,17.28.11,206873,3362,144,128
KQkkgD2p3Ow,US,17.28.11,410133,7726,1097,606
RO41_2cWSXA,US,17.28.11,28607,2098,359,91
iatq3Rn4vsg,US,17.28.11,364914,10007,1143,187
6JvRVILczps,US,17.28.11,1073561,1299,55,16
aD5dCMBeySA,US,17.28.11,154224,1584,272,63
YkLzdHTv3G0,US,17.28.11,806660,37548,2027,932
R8hccXRk3MI,US,17.28.11,639536,9718,1004,1536
KIFiLnPHUoM,US,17.28.11,2805,52,8,7
wFEAoF7RC7Y,US,17.28.11,86897,469,106,4
EbuCLC_wVlM,US,17.28.11,447310,16829,538,182
9vlKOFd73XM,US,17.28.11,10692,49,26,23
ZJDMWVZta3M,US,17.28.11,36152111,444698,48348,15434
MfLcjWq6m9o,US,17.28.11,29725,872,47,34
WKcYTvyoidw,US,17.28.11,45774,1100,297,56
2a52cBN9qOA,US,17.28.11,2232,12,19,3
uLHygq6Mm-0,US,17.28.11,88667,1120,207,58
gO_QM9oUcM0,US,17.28.11,87215,407,140,27
X_tYrnv_o6A,US,17.28.11,502040,32735,4000,236
vNya04dlC4I,US,17.28.11,62644,198,236,281
7cTi6PHUqMw,US,17.28.11,40840,1435,824,86
MVes87KrWvs,US,17.28.11,210065,23366,1075,338
ZkPSbp3zTfo,US,17.28.11,3383838,63060,7123,3779
XHkAjUVoQME,US,17.28.11,270597,3747,244,77
Y8JGfi4MJ8k,US,17.28.11,26830,79,8,1
Nt4tJHp27u0,US,17.28.11,139393,8735,1061,181
aXLS_WDIugk,US,17.28.11,17716,49,2,2
QY83PJXQYXc,US,17.28.11,28091,1614,260,44
TIQqb80eg24,US,17.28.11,2623238,119787,10218,1975
f45Va7jMSx4,US,17.28.11,159384,4667,281,187
EJ-4nFz5hjU,US,17.29.11,2425655,231276,24449,2884
Z9cB0TjfIkM,US,17.29.11,1080388,42665,4351,597
a8gzChJsvEo,US,17.29.11,1054285,28682,4709,1835
ykHeGtN4m94,US,17.29.11,868892,15406,1667,849
YL9sNrOlK-I,US,17.29.11,528664,9387,727,140
lb0Ymam2Za0,US,17.29.11,1206939,76553,51916,1828
wa9ZyarpM2U,US,17.29.11,1017187,28060,3883,950
THr_seahKUI,US,17.29.11,1001367,24300,15386,18620
pJ96Z2PPKI8,US,17.29.11,133374,5394,562,154
ljEjBIZ2qCQ,US,17.29.11,145601,7955,1318,149
3XklsSF53pc,US,17.29.11,399646,13557,1326,295
LeWtF5y9-6Q,US,17.29.11,203615,6669,449,136
NqntFonA2iY,US,17.29.11,108786,697,703,1479
nVrkQyLS4oE,US,17.29.11,148406,15765,1175,115
jtVz0qxQM_U,US,17.29.11,774304,73791,6770,627
5qxqo2CQakA,US,17.29.11,1030918,29428,3672,6882
LqF3QRp3VCE,US,17.29.11,206135,3653,772,125
d8GHT9nK66Y,US,17.29.11,149677,5796,249,227
QgaYsdnOMiM,US,17.29.11,317866,16780,1699,184
-1yT-K3c6YI,US,17.29.11,129360,5214,516,108
exYLX9xGoyo,US,17.29.11,309795,20227,3475,134
0WPYpeJA__U,US,17.29.11,35467,227,48,8
xe8Id7pDNOM,US,17.29.11,164406,8780,2127,127
4FgV0yBZG6E,US,17.29.11,30244,2178,213,41
UVaeRX9LybU,US,17.29.11,745358,47231,12431,1621
3MA_64gyaA0,US,17.29.11,110091,8665,1201,136
pDi7cezk9CA,US,17.29.11,770606,124566,18534,1962
BOQ-wZQhZZo,US,17.29.11,151767,8473,573,63
f3uZxD39awA,US,17.29.11,398069,2404,2131,1628
GBhrvR838Ag,US,17.29.11,146051,1135,1064,640
JbQ4MwDdxSU,US,17.29.11,542637,4428,1364,231
uZ1M3DkKCEI,US,17.29.11,2740505,141556,12871,7351
LQicq60aJaw,US,17.29.11,643196,5173,2284,546
UXm1xHECZu0,US,17.29.11,208877,18480,1649,79
aliDVYH08pg,US,17.29.11,117411,5630,328,119
515lLZS082U,US,17.29.11,2911703,53550,3180,2902
NKin_i1pcFA,US,17.29.11,1149806,26710,7167,838
UqItlHUSN-4,US,17.29.11,1484393,82721,8984,2311
o7OwzKm8aa0,US,17.29.11,260952,20770,1959,389
q9bGAAYR2MY,US,17.29.11,32839,2718,234,32
e5IRkF20JmU,US,17.29.11,388115,23430,9644,404
2mrOcJNPxEc,US,17.29.11,204915,1179,1025,421
sOIBkZsGb0A,US,17.29.11,145093,5060,627,373
lOT0GOyw2pY,US,17.29.11,695072,18723,4784,2365
w2A8q3XIhu0,US,17.29.11,461364,21186,1275,249
ngMbosIcDRo,US,17.29.11,21644,478,534,42
2fGXDFiFBhg,US,17.29.11,4090835,185546,47894,15786
al0lGtRpO5M,US,17.29.11,31034,4612,1330,12
Wzvr_rtI82w,US,17.29.11,1067141,130253,33693,869
8rWuGBPA7bE,US,17.29.11,119099,1785,178,44
6tiphMs-dCY,US,17.29.11,1089816,49594,1672,1178
WLagbArQsuE,US,17.29.11,400308,26580,1457,254
XAzqBDFs418,US,17.29.11,1375421,118448,5815,1027
4iN6uiOsCr0,US,17.29.11,56596,3854,1426,25
S2Cq_TpNXoQ,US,17.29.11,75780,2932,340,147
QssLKnUk6pg,US,17.29.11,211966,3892,479,168
Fjm81OPZbpU,US,17.29.11,383694,20241,1349,167
Ort8rZdpoXo,US,17.29.11,34823,131,486,88
VXFQWu55vO8,US,17.29.11,43358,2031,375,125
d-NCySETRIc,US,17.29.11,486240,7073,637,174
w_b63zETbSs,US,17.29.11,27646,338,60,81
hkFYWyy9Jek,US,17.29.11,723025,77224,5726,425
OScBxa6FpCk,US,17.29.11,135307,4957,507,61
hYip_Vuv8J0,US,17.29.11,46190,2148,379,101
KrxDhokzEv4,US,17.29.11,565235,21693,3779,600
sw7RElt-SvE,US,17.29.11,28285,1215,136,41
bkwLxcfcKTY,US,17.29.11,43885,2210,274,71
yF_EbNjQq3E,US,17.29.11,8116,260,45,0
oBVr0nUC5AA,US,17.29.11,14645,536,199,17
H-kKZujl8CI,US,17.29.11,502800,992,263,392
m7CtnR47w20,US,17.29.11,277199,17841,1577,225
AV5TOlGFHk0,US,17.29.11,143406,4288,3713,431
2omJBSQcm5g,US,17.29.11,122522,2118,0,95
lQ9EpoaNQRc,US,17.29.11,12751,134,9,1
jmqRuQGdhLs,US,17.29.11,25980,186,21,10
RQOgG4MLh1I,US,17.29.11,596697,20162,0,158
X26e3rK5SSM,US,17.29.11,785562,7272,4899,2215
_feQprPLL98,US,17.29.11,60828,4838,207,16
rtJ7JTApIfM,US,17.29.11,9136,797,163,83
JANApS0P4z8,US,17.29.11,2518771,109355,6389,3648
VKW64fQwzRc,US,17.29.11,44641,379,284,28
qXivpclxftM,US,17.29.11,3216259,210529,25719,4366
f9psILoYmCc,US,17.29.11,495317,12044,421,423
iA5u80nS1PQ,US,17.29.11,1245020,37740,3696,1399
aQzai9oXb-g,US,17.29.11,399085,15673,946,278
Bzji05zubSc,US,17.29.11,679906,4000,1279,382
sfweKCYOPFc,US,17.29.11,289814,2309,499,2211
8pffcngJJq0,US,17.29.11,505104,378,0,115
AxWxJNHoLC8,US,17.29.11,792614,19389,2350,1578
CzCfd0eaWoA,US,17.29.11,1295711,88152,7988,1057
SCR1KeLDZxw,US,17.29.11,24907,611,98,42
F1b5ouja_VI,US,17.29.11,674916,39814,1859,521
NDBwsMIXlMk,US,17.29.11,537443,10577,1971,341
fRFCXQ3HgdY,US,17.29.11,161364,1017,413,103
dHDn26UX4aw,US,17.29.11,849971,12426,1854,1261
VSJ0STT8JRw,US,17.29.11,723099,25269,2047,826
nGv8FK28g4s,US,17.29.11,383708,14197,1530,790
xArN1yUcXXc,US,17.29.11,181255,2326,257,357
ds3tvjwdmGM,US,17.29.11,26849,596,64,62
_6uvQtccJss,US,17.29.11,1203727,71430,48894,1157
xGz_FZ0ePwE,US,17.29.11,1148502,16610,7776,3609
U22EEAK_VLc,US,17.29.11,141099,4954,229,163
npCluN5VHF0,US,17.29.11,37876,2724,276,31
qKh7JdoPZz4,US,17.29.11,275565,27858,6770,245
t4ZsyO1n-kA,US,17.29.11,1002427,22013,1442,277
uPyLIBSVrMw,US,17.29.11,1640383,131420,23631,513
mUcUy7SqdS0,US,17.29.11,72485,4714,547,41
dpLrlEBFq-0,US,17.29.11,5446525,217378,13665,8148
VTVLcK2zybM,US,17.29.11,626351,80859,11513,381
wgiW1uFZYr8,US,17.29.11,144876,6700,722,132
hXzcIoq2ing,US,17.29.11,609732,23333,2501,795
VoAzRs3sE70,US,17.29.11,264187,5380,398,330
kTlv5_Bs8aw,US,17.29.11,30583293,2611250,529881,43899
aobdrJr6UaE,US,17.29.11,117408,3983,485,451
gwrfwx1QcDQ,US,17.29.11,1975692,279817,43716,1745
2UPIKvHp_m8,US,17.29.11,3906,19,0,3
hGoQ44SfV-c,US,17.29.11,615722,8184,1910,754
VQdKe6_3PAU,US,17.29.11,141606,4926,644,231
iLN0_ghe-Tc,US,17.29.11,176871,634,72,26
BGk6_KEFtLE,US,17.29.11,8219,42,3,1
jLZuaFZWa7A,US,17.29.11,738609,19174,3050,959
LgmxMuW6Fsc,US,17.29.11,6969128,82815,5516,4500
5WUDfviiKRE,US,17.29.11,21762,108,203,312
AcoALQl7jfA,US,17.29.11,415263,4192,631,474
4sXyLTk0IAQ,US,17.29.11,403056,4416,688,135
IumYMCllMsM,US,17.29.11,3202879,110088,3623,1728
7QLZXfVJmEY,US,17.29.11,72514,2847,270,35
wV7RsaTY228,US,17.29.11,627448,13041,3141,11259
2nshBD9EbxE,US,17.29.11,1005923,24881,1253,496
PtNRJvsLHV0,US,17.29.11,18133,311,14,48
JcC5VGOx8I8,US,17.29.11,1196193,66772,1620,299
cHB_s970Uyw,US,17.29.11,5892743,146878,17857,5914
ir8UofAKNCM,US,17.29.11,219160,10070,1046,111
zbV1zyg_4qU,US,17.29.11,6565,194,68,8
AFZZNlog8sA,US,17.29.11,25886,343,45,29
1Apnffv9Yko,US,17.29.11,443055,13421,317,116
V3EYjVPRClU,US,17.29.11,4799518,151849,13868,6875
Wen6VQS6NG4,US,17.29.11,960527,20011,2161,1939
1lGHZ5NMHRY,US,17.29.11,1537244,31788,0,4467
UiWGp8dFr5k,US,17.29.11,322643,3196,369,281
LqSkYMmyUWU,US,17.29.11,487125,9534,1110,170
npcqBt_e4k0,US,17.29.11,511686,5998,549,147
zYX1bgxEAhw,US,17.29.11,1027963,28041,0,1173
I8TVdFbFMg4,US,17.29.11,926576,17017,1588,1134
OHOkdEBpwDc,US,17.29.11,1975087,93541,16706,2797
ilaSwO2fx40,US,17.29.11,325812,1726,1416,131
VfAOl67WcLY,US,17.29.11,1262895,39517,1999,1525
h2DY-VCtb54,US,17.29.11,3595,16,7,3
gm5P74vcB84,US,17.29.11,44843,1499,148,26
I6N-XuYllgA,US,17.29.11,2260715,97151,4827,1239
EBt_88nxG4c,US,17.29.11,19670964,487305,33708,20884
KFaMZUarksA,US,17.29.11,3685806,146813,9939,2241
NWQqJDGo4Z4,US,17.29.11,170648,3184,1269,906
J6iyX87SBP0,US,17.29.11,347670,3811,703,964
fIElFIuzGLI,US,17.29.11,281527,6662,1436,1034
RP3UsFrDJfY,US,17.29.11,1508992,74113,4784,1180
07bTt0BTi-U,US,17.29.11,715905,22634,3225,739
s7wLPGmnahE,US,17.29.11,297279,1733,169,245
1dQEfL2BfUM,US,17.29.11,279714,17440,764,320
6VoJHrdoIJw,US,17.29.11,533004,9710,1196,447
9efQnL-nlUg,US,17.29.11,549014,15598,1562,585
Lg5x-YWxpco,US,17.29.11,1170855,11790,5550,1349
G4BxOhJOmUw,US,17.29.11,1475115,38388,3644,939
puREqwXzyCI,US,17.29.11,221751,12863,1835,1007
vFK7oWLWapc,US,17.29.11,338425,10947,2991,2133
Wiq7z_HS5DY,US,17.29.11,15870,910,80,41
taxAD2LePy8,US,17.29.11,436638,37923,3722,485
5TLANg1GC7U,US,17.29.11,3322855,79652,7945,1543
GyvRamX1VyA,US,17.29.11,480162,17538,1389,325
lJM8qqEy35c,US,17.29.11,225463,946,895,91
qgGooEyeNNc,US,17.29.11,651268,52910,2615,245
0Rt329xQUjM,US,17.29.11,352742,11503,1161,214
CxC161GvMPc,US,17.29.11,479201,19812,1311,397
TSW9cla5bmw,US,17.29.11,142076,1942,203,87
Da2crn5NXc4,US,17.29.11,1018706,68667,984,2854
-SIp6xSP7ds,US,17.29.11,540227,2533,1766,1212
MhneJpcGVD8,US,17.29.11,17746,452,51,12
oWithLP0VlQ,US,17.29.11,2152261,7824,324,158
lfkYyrhWphE,US,17.29.11,2230715,155370,9152,947
3oXhLdeuxDw,US,17.29.11,1112617,11645,1943,362
UQHSK-kgONk,US,17.29.11,279046,5342,342,83
lR-oJvKJyUY,US,17.29.11,1273655,26473,3106,1380
HszBf-CJeVE,US,17.29.11,1485868,64074,3230,738
0PW9MWDWLH8,US,17.29.11,150117,11143,899,64
FaxqVBYVOVU,US,17.29.11,246989,8801,712,101
XcUiOyKclOI,US,17.29.11,125128,4623,305,49
-xt_j2aIAkg,US,17.29.11,2678479,9250,921,1755
X5DWRXTOUD0,US,17.29.11,748102,47024,3775,1670
bAfn2duIlN8,US,17.29.11,193223,8141,1226,302
BQC09Mdn24w,US,17.29.11,536419,32725,3814,1575
VdugkldCx10,US,17.29.11,284176,9477,532,271
7Bgj9c48zHU,US,17.29.11,119519,13367,4295,104
TfHJJeiS-aI,US,17.29.11,199922,2013,147,55
kKFNThEiilU,US,17.29.11,163043,1456,621,396
G_Pu00NmJfg,US,17.29.11,453170,10802,1087,228
tj3EKWwIulQ,US,17.29.11,4050,0,0,0
eZQdQ5pV6EE,US,17.29.11,506698,28537,4351,441
MU29Wqg_BVo,US,17.29.11,76351,5508,345,29
IuYFvaNHJug,US,17.29.11,236971,10481,446,145
uU3kLBo_ruo,US,17.29.11,592459,25680,4994,1574
6ZfuNTqbHE8,US,17.30.11,37736281,1735895,241237,21969
nx1R-eHSkfM,US,17.30.11,867588,0,0,0
evhLzq7Gsak,US,17.30.11,971123,6325,5824,2512
My4RA5I0FKs,US,17.30.11,3670052,126015,9254,2696
WeyLEe1T0yo,US,17.30.11,718902,23180,2349,1176
KXHrCBkIxQQ,US,17.30.11,197900,2394,432,372
7AXo-bYGXI4,US,17.30.11,1209233,100668,4917,789
REt-3P5h4Lo,US,17.30.11,352037,24652,1179,630
EJ-4nFz5hjU,US,17.30.11,3411173,277250,28200,4991
ykHeGtN4m94,US,17.30.11,1752831,36993,4048,2137
v1OhsiZjpww,US,17.30.11,279561,720,549,310
pJ96Z2PPKI8,US,17.30.11,663875,14079,1197,580
0EQuVfP-vXs,US,17.30.11,106614,298,210,210
a8gzChJsvEo,US,17.30.11,1480204,34547,6158,2805
Z9cB0TjfIkM,US,17.30.11,1644841,54133,5178,883
YL9sNrOlK-I,US,17.30.11,1699436,20219,1314,348
NqntFonA2iY,US,17.30.11,394249,2169,2555,5464
4FgV0yBZG6E,US,17.30.11,375897,8088,631,293
XJBvP-NZJ9U,US,17.30.11,83425,1245,218,177
0nybdPCuvRI,US,17.30.11,276279,1761,832,121
BIPpvsf98wI,US,17.30.11,138890,1393,120,46
ZfHiw_LFNGw,US,17.30.11,1488650,8946,1650,2911
3XklsSF53pc,US,17.30.11,624023,18102,1761,455
ggpoZyF2lU0,US,17.30.11,383100,13316,355,253
qEklBC2BQig,US,17.30.11,29654,1284,151,7
LeWtF5y9-6Q,US,17.30.11,359403,9244,695,258
F0rXPrnC_Ps,US,17.30.11,102804,4635,355,82
ljEjBIZ2qCQ,US,17.30.11,233473,10557,1577,276
xegUPsJaUKc,US,17.30.11,74857,5733,261,73
wa9ZyarpM2U,US,17.30.11,1296766,31993,4415,1331
3MA_64gyaA0,US,17.30.11,330789,15036,2011,306
d8GHT9nK66Y,US,17.30.11,297350,8498,354,358
lb0Ymam2Za0,US,17.30.11,1329350,79918,53182,2069
LYX7CnSiBSM,US,17.30.11,231724,11201,724,186
THr_seahKUI,US,17.30.11,1341741,28749,18035,21754
y7QjFRtt-sg,US,17.30.11,80882,11402,718,69
LqF3QRp3VCE,US,17.30.11,341911,5342,1094,205
-1yT-K3c6YI,US,17.30.11,198315,6950,735,184
1vc1cKeor5A,US,17.30.11,43830,2409,564,35
nVrkQyLS4oE,US,17.30.11,269375,22835,1422,256
JDK3l9TmwAo,US,17.30.11,262865,2557,630,1591
W8_T7MMywcs,US,17.30.11,51216,1584,212,37
q9bGAAYR2MY,US,17.30.11,83835,4604,410,171
CXK3OiDgymo,US,17.30.11,521366,21309,654,184
5qxqo2CQakA,US,17.30.11,1136888,30877,3878,7709
IbVR4kzVQrk,US,17.30.11,94912,668,174,122
EP5ExDvQ3p4,US,17.30.11,70136,2159,716,103
xe8Id7pDNOM,US,17.30.11,228588,10257,2516,205
L34y5NGMQBY,US,17.30.11,3722,258,74,2
GBhrvR838Ag,US,17.30.11,166260,1235,1173,697
QgaYsdnOMiM,US,17.30.11,467396,21210,2113,252
exYLX9xGoyo,US,17.30.11,444762,24822,4161,210
UXm1xHECZu0,US,17.30.11,302340,23087,2004,113
fy5hua8oEVQ,US,17.30.11,25923,439,172,13
-v-_Z11T5L4,US,17.30.11,30690,1137,143,18
ngMbosIcDRo,US,17.30.11,32548,579,669,68
XvHgyZYz2LY,US,17.30.11,12052,658,48,7
pDi7cezk9CA,US,17.30.11,975043,143966,20821,2492
_KEN-cxmGw8,US,17.30.11,300407,2917,957,366
piyds9slayg,US,17.30.11,12790,110,4,4
UVaeRX9LybU,US,17.30.11,883913,52671,13448,1799
LQicq60aJaw,US,17.30.11,847297,6347,3027,739
sw7RElt-SvE,US,17.30.11,61230,1665,163,64
uZ1M3DkKCEI,US,17.30.11,3547023,159665,13903,8337
f3uZxD39awA,US,17.30.11,457957,2583,2277,1795
hYip_Vuv8J0,US,17.30.11,79461,3294,594,170
o9zRQijCN5w,US,17.30.11,131445,10087,593,120
JbQ4MwDdxSU,US,17.30.11,599712,4693,1413,258
4iN6uiOsCr0,US,17.30.11,83378,5211,2462,38
aliDVYH08pg,US,17.30.11,168712,6785,398,157
Em8C6AvD4sk,US,17.30.11,41471,388,67,39
8rWuGBPA7bE,US,17.30.11,263581,3544,280,72
o7OwzKm8aa0,US,17.30.11,281962,21769,2044,425
UqItlHUSN-4,US,17.30.11,1920399,93800,9961,2702
TNRrY8m71u4,US,17.30.11,29220,2183,312,17
NKin_i1pcFA,US,17.30.11,1273984,28215,7449,939
9QkNE2m4ZDM,US,17.30.11,25084,395,35,10
e5IRkF20JmU,US,17.30.11,424563,24842,9946,479
w2A8q3XIhu0,US,17.30.11,501058,22312,1270,261
w_b63zETbSs,US,17.30.11,41026,396,73,93
FA_gIAGNDQ8,US,17.30.11,43774,959,218,44
al0lGtRpO5M,US,17.30.11,52900,6360,1451,19
sOIBkZsGb0A,US,17.30.11,157203,5350,657,392
Wzvr_rtI82w,US,17.30.11,1213013,140942,37037,971
WLagbArQsuE,US,17.30.11,498633,28580,1526,302
QssLKnUk6pg,US,17.30.11,223310,4020,511,174
515lLZS082U,US,17.30.11,3433497,62537,3481,3074
S2Cq_TpNXoQ,US,17.30.11,97860,3456,390,172
d7E3F0Vt2rE,US,17.30.11,11042,551,139,158
XAzqBDFs418,US,17.30.11,1509459,126207,6053,1091
6tiphMs-dCY,US,17.30.11,1375863,56130,2022,1426
2fGXDFiFBhg,US,17.30.11,4474243,193603,49441,16741
Fjm81OPZbpU,US,17.30.11,496606,23625,1449,221
lQ9EpoaNQRc,US,17.30.11,23368,234,20,1
2omJBSQcm5g,US,17.30.11,232208,3208,0,136
KrxDhokzEv4,US,17.30.11,676353,23330,3936,719
PcYo_bdCvTk,US,17.30.11,52336,493,154,16
lD0etN63KCg,US,17.30.11,6593,164,23,19
VXFQWu55vO8,US,17.30.11,50053,2172,608,151
_feQprPLL98,US,17.30.11,132222,8218,387,31
hkFYWyy9Jek,US,17.30.11,838508,85348,5907,472
OScBxa6FpCk,US,17.30.11,160674,5568,609,68
KWn4JmiM2pM,US,17.30.11,3696,81,80,12
m7CtnR47w20,US,17.30.11,293817,18475,1643,243
Ort8rZdpoXo,US,17.30.11,36351,133,463,88
oBVr0nUC5AA,US,17.30.11,21775,688,242,22
H-kKZujl8CI,US,17.30.11,513399,1001,272,394
yF_EbNjQq3E,US,17.30.11,13393,371,58,1
J0VUaYYK-zk,US,17.30.11,36375,628,41,75
RQOgG4MLh1I,US,17.30.11,740611,23796,0,195
